precision,recall,f1-score,support,top_5_acc,top_5_precision,top_5_recall,top_5_f1
0.3142857142857143,0.22,0.25882352941176473,50.0,,,,
0.3181818181818182,0.28,0.29787234042553196,50.0,,,,
0.5217391304347826,0.48,0.4999999999999999,50.0,,,,
0.1875,0.18,0.1836734693877551,50.0,,,,
0.37037037037037035,0.4,0.3846153846153846,50.0,,,,
0.29591836734693877,0.58,0.39189189189189183,50.0,,,,
0.3064516129032258,0.38,0.33928571428571425,50.0,,,,
0.39344262295081966,0.48,0.43243243243243246,50.0,,,,
0.6190476190476191,0.26,0.36619718309859156,50.0,,,,
0.37254901960784315,0.38,0.37623762376237624,50.0,,,,
0.34,0.68,0.4533333333333334,50.0,,,,
0.5294117647058824,0.54,0.5346534653465347,50.0,,,,
0.5,0.44,0.46808510638297873,50.0,,,,
0.18309859154929578,0.26,0.21487603305785127,50.0,,,,
0.5535714285714286,0.62,0.5849056603773586,50.0,,,,
0.4666666666666667,0.42,0.4421052631578947,50.0,,,,
0.4246575342465753,0.62,0.5040650406504065,50.0,,,,
0.275,0.22,0.24444444444444446,50.0,,,,
0.38235294117647056,0.26,0.30952380952380953,50.0,,,,
0.42857142857142855,0.36,0.391304347826087,50.0,,,,
0.3684210526315789,0.28,0.3181818181818182,50.0,,,,
0.625,0.3,0.4054054054054054,50.0,,,,
0.3404255319148936,0.32,0.32989690721649484,50.0,,,,
0.7,0.56,0.6222222222222222,50.0,,,,
0.373134328358209,0.5,0.4273504273504274,50.0,,,,
0.4583333333333333,0.44,0.4489795918367347,50.0,,,,
0.5185185185185185,0.28,0.36363636363636365,50.0,,,,
0.5333333333333333,0.32,0.4,50.0,,,,
0.36585365853658536,0.6,0.4545454545454546,50.0,,,,
0.4634146341463415,0.38,0.4175824175824176,50.0,,,,
0.3111111111111111,0.28,0.2947368421052632,50.0,,,,
0.5,0.56,0.5283018867924528,50.0,,,,
0.2608695652173913,0.36,0.3025210084033614,50.0,,,,
0.23529411764705882,0.32,0.2711864406779661,50.0,,,,
0.35714285714285715,0.4,0.3773584905660378,50.0,,,,
0.25,0.36,0.29508196721311475,50.0,,,,
0.4805194805194805,0.74,0.5826771653543307,50.0,,,,
0.5555555555555556,0.2,0.29411764705882354,50.0,,,,
0.4772727272727273,0.42,0.4468085106382979,50.0,,,,
0.4146341463414634,0.34,0.3736263736263737,50.0,,,,
0.4107142857142857,0.46,0.43396226415094336,50.0,,,,
0.37777777777777777,0.34,0.3578947368421052,50.0,,,,
0.38,0.38,0.38,50.0,,,,
0.5208333333333334,0.5,0.5102040816326531,50.0,,,,
0.4166666666666667,0.4,0.4081632653061225,50.0,,,,
0.30612244897959184,0.3,0.3030303030303031,50.0,,,,
0.45,0.54,0.49090909090909096,50.0,,,,
0.32941176470588235,0.56,0.41481481481481486,50.0,,,,
0.3191489361702128,0.3,0.30927835051546393,50.0,,,,
0.43902439024390244,0.72,0.5454545454545455,50.0,,,,
0.3709677419354839,0.46,0.4107142857142857,50.0,,,,
0.5172413793103449,0.6,0.5555555555555556,50.0,,,,
0.3269230769230769,0.34,0.3333333333333333,50.0,,,,
0.7407407407407407,0.4,0.5194805194805194,50.0,,,,
0.6190476190476191,0.52,0.5652173913043478,50.0,,,,
0.42424242424242425,0.28,0.3373493975903614,50.0,,,,
0.3114754098360656,0.38,0.34234234234234234,50.0,,,,
0.39622641509433965,0.42,0.4077669902912621,50.0,,,,
0.373134328358209,0.5,0.4273504273504274,50.0,,,,
0.25,0.2,0.22222222222222224,50.0,,,,
0.40350877192982454,0.46,0.42990654205607476,50.0,,,,
0.68,0.68,0.68,50.0,,,,
0.7857142857142857,0.44,0.5641025641025641,50.0,,,,
0.4090909090909091,0.36,0.3829787234042554,50.0,,,,
0.46,0.46,0.46,50.0,,,,
0.36363636363636365,0.48,0.41379310344827586,50.0,,,,
0.3333333333333333,0.28,0.30434782608695654,50.0,,,,
0.32926829268292684,0.54,0.40909090909090906,50.0,,,,
0.36507936507936506,0.46,0.40707964601769914,50.0,,,,
0.2777777777777778,0.3,0.2884615384615385,50.0,,,,
0.3333333333333333,0.46,0.38655462184873945,50.0,,,,
0.296875,0.38,0.3333333333333333,50.0,,,,
0.4861111111111111,0.7,0.5737704918032787,50.0,,,,
0.22077922077922077,0.34,0.2677165354330709,50.0,,,,
0.6521739130434783,0.3,0.410958904109589,50.0,,,,
0.3333333333333333,0.3,0.3157894736842105,50.0,,,,
0.29069767441860467,0.5,0.3676470588235294,50.0,,,,
0.7,0.7,0.7,50.0,,,,
0.3382352941176471,0.46,0.3898305084745763,50.0,,,,
0.19672131147540983,0.24,0.21621621621621623,50.0,,,,
0.5217391304347826,0.48,0.4999999999999999,50.0,,,,
0.375,0.24,0.2926829268292683,50.0,,,,
0.4915254237288136,0.58,0.5321100917431192,50.0,,,,
0.37254901960784315,0.38,0.37623762376237624,50.0,,,,
0.475,0.76,0.5846153846153846,50.0,,,,
0.72,0.36,0.4799999999999999,50.0,,,,
0.40816326530612246,0.4,0.4040404040404041,50.0,,,,
0.3958333333333333,0.38,0.3877551020408163,50.0,,,,
0.6615384615384615,0.86,0.7478260869565216,50.0,,,,
0.29411764705882354,0.2,0.2380952380952381,50.0,,,,
0.2714285714285714,0.38,0.3166666666666666,50.0,,,,
0.4794520547945205,0.7,0.5691056910569106,50.0,,,,
0.574468085106383,0.54,0.5567010309278351,50.0,,,,
0.6666666666666666,0.6,0.631578947368421,50.0,,,,
0.5254237288135594,0.62,0.5688073394495413,50.0,,,,
0.8,0.32,0.45714285714285713,50.0,,,,
0.40425531914893614,0.38,0.3917525773195877,50.0,,,,
0.33962264150943394,0.36,0.3495145631067961,50.0,,,,
0.2972972972972973,0.22,0.2528735632183908,50.0,,,,
0.35714285714285715,0.3,0.32608695652173914,50.0,,,,
0.2631578947368421,0.2,0.22727272727272727,50.0,,,,
0.696969696969697,0.46,0.5542168674698795,50.0,,,,
0.4423076923076923,0.46,0.4509803921568628,50.0,,,,
0.391304347826087,0.54,0.45378151260504207,50.0,,,,
0.4,0.4,0.4000000000000001,50.0,,,,
0.3225806451612903,0.4,0.3571428571428571,50.0,,,,
0.40384615384615385,0.42,0.4117647058823529,50.0,,,,
0.43333333333333335,0.52,0.4727272727272728,50.0,,,,
0.640625,0.82,0.7192982456140351,50.0,,,,
0.56,0.56,0.56,50.0,,,,
0.3611111111111111,0.26,0.3023255813953488,50.0,,,,
0.37254901960784315,0.38,0.37623762376237624,50.0,,,,
0.6170212765957447,0.58,0.5979381443298969,50.0,,,,
0.5106382978723404,0.48,0.49484536082474223,50.0,,,,
0.4090909090909091,0.36,0.3829787234042554,50.0,,,,
0.25925925925925924,0.14,0.18181818181818182,50.0,,,,
0.6140350877192983,0.7,0.6542056074766356,50.0,,,,
0.5964912280701754,0.68,0.6355140186915889,50.0,,,,
0.2826086956521739,0.26,0.27083333333333337,50.0,,,,
0.5081967213114754,0.62,0.5585585585585586,50.0,,,,
0.3559322033898305,0.42,0.3853211009174312,50.0,,,,
0.421875,0.54,0.4736842105263158,50.0,,,,
0.75,0.72,0.7346938775510204,50.0,,,,
0.4666666666666667,0.56,0.509090909090909,50.0,,,,
0.52,0.52,0.52,50.0,,,,
0.673469387755102,0.66,0.6666666666666666,50.0,,,,
0.6153846153846154,0.64,0.6274509803921569,50.0,,,,
0.7045454545454546,0.62,0.6595744680851063,50.0,,,,
0.27586206896551724,0.48,0.35036496350364965,50.0,,,,
0.42028985507246375,0.58,0.48739495798319327,50.0,,,,
0.48148148148148145,0.52,0.5,50.0,,,,
0.48,0.24,0.32,50.0,,,,
0.5227272727272727,0.46,0.4893617021276596,50.0,,,,
0.5223880597014925,0.7,0.5982905982905983,50.0,,,,
0.4342105263157895,0.66,0.5238095238095238,50.0,,,,
0.6666666666666666,0.32,0.43243243243243246,50.0,,,,
0.37254901960784315,0.38,0.37623762376237624,50.0,,,,
0.5757575757575758,0.38,0.45783132530120485,50.0,,,,
0.425,0.68,0.5230769230769231,50.0,,,,
0.5098039215686274,0.52,0.5148514851485149,50.0,,,,
0.4807692307692308,0.5,0.49019607843137253,50.0,,,,
0.4897959183673469,0.48,0.48484848484848486,50.0,,,,
0.5111111111111111,0.46,0.4842105263157895,50.0,,,,
0.27906976744186046,0.24,0.2580645161290322,50.0,,,,
0.30612244897959184,0.3,0.3030303030303031,50.0,,,,
0.19230769230769232,0.2,0.19607843137254902,50.0,,,,
0.2962962962962963,0.32,0.30769230769230765,50.0,,,,
0.24324324324324326,0.18,0.20689655172413796,50.0,,,,
0.2676056338028169,0.38,0.3140495867768595,50.0,,,,
0.4383561643835616,0.64,0.5203252032520325,50.0,,,,
0.675,0.54,0.6000000000000001,50.0,,,,
0.43661971830985913,0.62,0.512396694214876,50.0,,,,
0.38461538461538464,0.3,0.33707865168539325,50.0,,,,
0.5161290322580645,0.64,0.5714285714285714,50.0,,,,
0.6060606060606061,0.8,0.689655172413793,50.0,,,,
0.6938775510204082,0.68,0.686868686868687,50.0,,,,
0.8113207547169812,0.86,0.8349514563106797,50.0,,,,
0.8125,0.78,0.7959183673469388,50.0,,,,
0.7213114754098361,0.88,0.7927927927927928,50.0,,,,
0.7,0.7,0.7,50.0,,,,
0.5185185185185185,0.56,0.5384615384615384,50.0,,,,
0.6578947368421053,0.5,0.5681818181818182,50.0,,,,
0.36585365853658536,0.3,0.3296703296703297,50.0,,,,
0.44155844155844154,0.68,0.5354330708661418,50.0,,,,
0.5,0.6,0.5454545454545454,50.0,,,,
0.6888888888888889,0.62,0.6526315789473685,50.0,,,,
0.6060606060606061,0.8,0.689655172413793,50.0,,,,
0.6538461538461539,0.68,0.6666666666666666,50.0,,,,
0.45454545454545453,0.3,0.3614457831325301,50.0,,,,
0.4576271186440678,0.54,0.4954128440366973,50.0,,,,
0.5952380952380952,0.5,0.5434782608695652,50.0,,,,
0.5116279069767442,0.44,0.4731182795698925,50.0,,,,
0.7222222222222222,0.78,0.7500000000000001,50.0,,,,
0.5974025974025974,0.92,0.7244094488188978,50.0,,,,
0.2727272727272727,0.12,0.16666666666666666,50.0,,,,
0.34328358208955223,0.46,0.39316239316239315,50.0,,,,
0.5416666666666666,0.52,0.5306122448979592,50.0,,,,
0.5283018867924528,0.56,0.5436893203883495,50.0,,,,
0.2857142857142857,0.2,0.23529411764705882,50.0,,,,
0.4444444444444444,0.4,0.4210526315789474,50.0,,,,
0.5454545454545454,0.6,0.5714285714285713,50.0,,,,
0.3111111111111111,0.28,0.2947368421052632,50.0,,,,
0.35185185185185186,0.38,0.3653846153846154,50.0,,,,
0.6122448979591837,0.6,0.6060606060606062,50.0,,,,
0.6607142857142857,0.74,0.6981132075471698,50.0,,,,
0.4827586206896552,0.56,0.5185185185185185,50.0,,,,
0.4117647058823529,0.28,0.3333333333333333,50.0,,,,
0.4583333333333333,0.66,0.540983606557377,50.0,,,,
0.6176470588235294,0.42,0.5,50.0,,,,
0.47619047619047616,0.2,0.2816901408450704,50.0,,,,
0.32,0.32,0.32,50.0,,,,
0.36538461538461536,0.38,0.37254901960784315,50.0,,,,
0.34210526315789475,0.26,0.29545454545454547,50.0,,,,
0.375,0.24,0.2926829268292683,50.0,,,,
0.6,0.66,0.6285714285714286,50.0,,,,
0.6744186046511628,0.58,0.6236559139784946,50.0,,,,
0.47619047619047616,0.6,0.5309734513274337,50.0,,,,
0.546875,0.7,0.6140350877192983,50.0,,,,
0.5526315789473685,0.42,0.4772727272727273,50.0,,,,
0.631578947368421,0.48,0.5454545454545454,50.0,,,,
0.45714285714285713,0.32,0.37647058823529417,50.0,,,,
0.7142857142857143,0.4,0.5128205128205129,50.0,,,,
0.4117647058823529,0.42,0.41584158415841577,50.0,,,,
0.6153846153846154,0.32,0.4210526315789474,50.0,,,,
0.4634146341463415,0.38,0.4175824175824176,50.0,,,,
0.6071428571428571,0.34,0.43589743589743596,50.0,,,,
0.5333333333333333,0.48,0.505263157894737,50.0,,,,
0.4117647058823529,0.28,0.3333333333333333,50.0,,,,
0.5576923076923077,0.58,0.5686274509803922,50.0,,,,
0.65625,0.84,0.736842105263158,50.0,,,,
0.43137254901960786,0.44,0.4356435643564357,50.0,,,,
0.6176470588235294,0.42,0.5,50.0,,,,
0.48484848484848486,0.64,0.5517241379310344,50.0,,,,
0.4666666666666667,0.28,0.35000000000000003,50.0,,,,
0.09523809523809523,0.04,0.056338028169014086,50.0,,,,
0.4126984126984127,0.52,0.46017699115044247,50.0,,,,
0.5777777777777777,0.52,0.5473684210526315,50.0,,,,
0.5254237288135594,0.62,0.5688073394495413,50.0,,,,
0.3728813559322034,0.44,0.40366972477064217,50.0,,,,
0.5348837209302325,0.46,0.4946236559139785,50.0,,,,
0.7090909090909091,0.78,0.7428571428571428,50.0,,,,
0.6938775510204082,0.68,0.686868686868687,50.0,,,,
0.7419354838709677,0.46,0.5679012345679013,50.0,,,,
0.3793103448275862,0.22,0.27848101265822783,50.0,,,,
0.3333333333333333,0.38,0.3551401869158878,50.0,,,,
0.7735849056603774,0.82,0.796116504854369,50.0,,,,
0.5909090909090909,0.52,0.5531914893617023,50.0,,,,
0.2878787878787879,0.38,0.3275862068965517,50.0,,,,
0.32142857142857145,0.18,0.23076923076923075,50.0,,,,
0.6724137931034483,0.78,0.7222222222222223,50.0,,,,
0.48,0.48,0.48,50.0,,,,
0.625,0.4,0.48780487804878053,50.0,,,,
0.3220338983050847,0.38,0.3486238532110092,50.0,,,,
0.20930232558139536,0.18,0.19354838709677422,50.0,,,,
0.25301204819277107,0.42,0.3157894736842105,50.0,,,,
0.2857142857142857,0.28,0.2828282828282828,50.0,,,,
0.4375,0.7,0.5384615384615384,50.0,,,,
0.5633802816901409,0.8,0.6611570247933886,50.0,,,,
0.5454545454545454,0.36,0.43373493975903615,50.0,,,,
0.4126984126984127,0.52,0.46017699115044247,50.0,,,,
0.6862745098039216,0.7,0.693069306930693,50.0,,,,
0.40625,0.26,0.3170731707317073,50.0,,,,
0.425531914893617,0.4,0.4123711340206186,50.0,,,,
0.3939393939393939,0.52,0.44827586206896547,50.0,,,,
0.25,0.36,0.29508196721311475,50.0,,,,
0.34375,0.22,0.2682926829268293,50.0,,,,
0.4,0.24,0.3,50.0,,,,
0.10256410256410256,0.16,0.125,50.0,,,,
0.2,0.12,0.15,50.0,,,,
0.4050632911392405,0.64,0.49612403100775193,50.0,,,,
0.5483870967741935,0.68,0.6071428571428571,50.0,,,,
0.3023255813953488,0.26,0.27956989247311825,50.0,,,,
0.2222222222222222,0.24,0.23076923076923075,50.0,,,,
0.40816326530612246,0.4,0.4040404040404041,50.0,,,,
0.5806451612903226,0.36,0.4444444444444445,50.0,,,,
0.3492063492063492,0.44,0.3893805309734513,50.0,,,,
0.46,0.46,0.46,50.0,,,,
0.1891891891891892,0.28,0.22580645161290325,50.0,,,,
0.5692307692307692,0.74,0.6434782608695652,50.0,,,,
0.6086956521739131,0.56,0.5833333333333334,50.0,,,,
0.42857142857142855,0.24,0.30769230769230765,50.0,,,,
0.225,0.18,0.19999999999999998,50.0,,,,
0.46,0.46,0.46,50.0,,,,
0.4074074074074074,0.66,0.5038167938931298,50.0,,,,
0.41509433962264153,0.44,0.42718446601941745,50.0,,,,
0.23529411764705882,0.4,0.29629629629629634,50.0,,,,
0.27586206896551724,0.32,0.29629629629629634,50.0,,,,
0.325,0.26,0.2888888888888889,50.0,,,,
0.32432432432432434,0.24,0.27586206896551724,50.0,,,,
0.4883720930232558,0.42,0.45161290322580644,50.0,,,,
0.5789473684210527,0.44,0.5,50.0,,,,
0.38461538461538464,0.2,0.2631578947368421,50.0,,,,
0.55,0.66,0.6000000000000001,50.0,,,,
0.2631578947368421,0.4,0.3174603174603174,50.0,,,,
0.4857142857142857,0.34,0.4,50.0,,,,
0.48717948717948717,0.38,0.4269662921348315,50.0,,,,
0.48484848484848486,0.32,0.38554216867469876,50.0,,,,
0.5,0.66,0.5689655172413792,50.0,,,,
0.22807017543859648,0.26,0.24299065420560748,50.0,,,,
0.2653061224489796,0.26,0.2626262626262626,50.0,,,,
0.32142857142857145,0.18,0.23076923076923075,50.0,,,,
0.47619047619047616,0.4,0.43478260869565216,50.0,,,,
0.3684210526315789,0.42,0.3925233644859813,50.0,,,,
0.373134328358209,0.5,0.4273504273504274,50.0,,,,
0.6216216216216216,0.46,0.5287356321839081,50.0,,,,
0.3409090909090909,0.3,0.3191489361702128,50.0,,,,
0.7241379310344828,0.42,0.5316455696202531,50.0,,,,
0.22641509433962265,0.24,0.23300970873786409,50.0,,,,
0.32608695652173914,0.3,0.31250000000000006,50.0,,,,
0.2631578947368421,0.2,0.22727272727272727,50.0,,,,
0.30952380952380953,0.26,0.2826086956521739,50.0,,,,
0.4810126582278481,0.76,0.5891472868217054,50.0,,,,
0.323943661971831,0.46,0.38016528925619836,50.0,,,,
0.40425531914893614,0.38,0.3917525773195877,50.0,,,,
0.42105263157894735,0.32,0.3636363636363636,50.0,,,,
0.4666666666666667,0.28,0.35000000000000003,50.0,,,,
0.28846153846153844,0.3,0.29411764705882354,50.0,,,,
0.0967741935483871,0.06,0.07407407407407407,50.0,,,,
0.4857142857142857,0.34,0.4,50.0,,,,
0.5915492957746479,0.84,0.6942148760330579,50.0,,,,
0.38028169014084506,0.54,0.44628099173553726,50.0,,,,
0.46808510638297873,0.44,0.4536082474226804,50.0,,,,
0.24444444444444444,0.22,0.23157894736842105,50.0,,,,
0.2391304347826087,0.22,0.22916666666666666,50.0,,,,
0.41304347826086957,0.38,0.39583333333333337,50.0,,,,
0.5942028985507246,0.82,0.6890756302521008,50.0,,,,
0.4117647058823529,0.14,0.208955223880597,50.0,,,,
0.5,0.54,0.5192307692307693,50.0,,,,
0.5205479452054794,0.76,0.6178861788617885,50.0,,,,
0.4714285714285714,0.66,0.55,50.0,,,,
0.4,0.4,0.4000000000000001,50.0,,,,
0.11864406779661017,0.14,0.12844036697247707,50.0,,,,
